Era,Poem,Romaji,My translation,俳人,Poet,Dates,Season,Kigo,Original source ,Modern Source,Notes,Maegaki,NKBZ,俳句大観,名歌名句辞典,俳句の歴史,現代俳句,自選自解,蝸牛,古典俳句,Ueda Haiku,Keene World,Keene Dawn,Blyth Haiku,Blyth History,Fay Aoyagi,English Saijiki,21 Century,Other translation,Saijiki priority
Modern,遠山に日のあたりたる枯野かな,"tōyama ni 
hi no atari-taru
kareno kana","On the distant hills
the rays of the sun fall…
a withered moor.",高浜虚子,Takahama Kyoshi,1874―1959,winter,withered moor,五百句,"Modern Japanese Haiku, Ueda, momoko",auther walking through the feild. contrast of cold feild with warm sun,,,,,,,,,,,,,,,,,,"In the distant hills
A patch where sunlight touches
The withered meadows. Keene, Dawn",
Modern,桐一葉日当りながら落ちにえり,"kiri hitoha
hi atari  nagara
ochinikeri","A paulownia leaf
basking in the sunlight—
it’s dropped to the ground!",高浜虚子,Takahama Kyoshi,1874―1959,Autumn,"桐一葉 【きりひとは】 kiri hitoha, a single paulownia leaf (early autumn).",,"Modern Japanese Haiku, Ueda",Famous poem. A single paulownia leaf falls in full sunlight—the traditional Japanese sign that summer is over.,,,,,,,,,,,,,,,,,,"A paulownia leaf
Caught all the while in sunlight
Flutters to the ground. Keene, Dawn",
Modern,金亀子＿＿つ闇の深さかな,"koganemushi
nagetsu yami no 
fukasa kana","A gold bug—
I hurl it into the darkness
and feel the depth of the night.",高浜虚子,Takahama Kyoshi,1874―1959,Summer,"金亀子 【こがねむし】 koganemushi, golden beetle / scarab (all summer).",,"Modern Japanese Haiku, Ueda",闇の深さ (yami no fukasa) = depth of darkness. A beetle flies off with a hum—measuring the depth of the dark.,,,,,,,,,,,,,,,,,,,
Modern,蛇逃げて我を見し眼の草に残る,"hebi nigete
ware wo mishi me no 
fukasa kana","After the snake flees
the eyes that glared at me
remain in the grass.",高浜虚子,Takahama Kyoshi,1874―1959,Summer,"蛇 【へび】 hebi, snake (all summer).",,"Modern Japanese Haiku, Ueda",草に残る (kusa ni nokoru) = remaining in the grass. The snake flees but leaves its eyes in the grass.,,,,,,,,,,,,,,,,,,,
Modern,夏の月皿の林檎の紅失す,"natsu no tsuki
sara no ringo
kō shissu","The summer moon—
on the plate lies an apple
with its redness lost.",高浜虚子,Takahama Kyoshi,1874―1959,Summer,"夏の月 【なつのつき】 natsu no tsuki, summer moon (all summer).",,"Modern Japanese Haiku, Ueda","林檎の紅 (ringo no kurenai) = the apple's red. Under the summer moon, the apple's redness fades.",,,,,,,,,,,,,,,,,,,
Modern,秋天の下に野菊の花弁欠く,"shūten no 
shita ni no-giku no
kaben kaku","Under the autumnal
sky, a wild chrysanthemum
lacking a petal.",高浜虚子,Takahama Kyoshi,1874―1959,Autumn,"野菊 【のぎく】 nogiku, wild chrysanthemum(s)/aster(s) [any of several species of wild chrysanthemums or asters with thin-petalled, single white flowers with yellow centers] (mid autumn).",,"Modern Japanese Haiku, Ueda","花弁欠く (kaben kaku) = petals missing. Wild chrysanthemums under the autumn sky, some petals fallen.",,,,,,,,,,,,,,,,,,,
Modern,天日のうつりて暗し＿＿の水,"tenjitsu no
utsurite kurashi 
kato no mizu","The sun in the sky
is mirrored darkly on the water
where tadpoles live.",高浜虚子,Takahama Kyoshi,1874―1959,Autumn,"天日 【てんじつ】 tenjitsu, the sun in the sky (autumn).",,"Modern Japanese Haiku, Ueda",天日のうつりて暗し = the sun shifting and darkening. A moving cloud darkens the water.,,,,,,,,,,,,,,,,,,,
Modern,草を摘む子の野を渡る巨人かな,"kusa wo tsumu
ko no no wo wataru
kyojin kana","Over the children
picking herbs on the fields something
gigantic passes.",高浜虚子,Takahama Kyoshi,1874―1959,Spring,"草を摘む 【くさをつむ】 kusa wo tsumu, gathering herbs (spring).",,"Modern Japanese Haiku, Ueda",野を渡る巨人 (no wo wataru kyojin) = a giant crossing the field. A child gathering herbs—seen as a giant from afar.,,,,,,,,,,,,,,,,,,,
Modern,芽ぐむなる大樹の幹に耳を寄せ,"megumu naru
taiju no miki ni
mimi wo yose","It begins to bud—
close to the trunk of the great tree
I strain my eyes to listen.",高浜虚子,Takahama Kyoshi,1874―1959,Spring,"芽ぐむ 【めぐむ】 megumu, budding (all spring).",,"Modern Japanese Haiku, Ueda",大樹の幹に耳を寄せ (taiju no miki ni mimi wo yose) = placing an ear to the great tree's trunk. Listening for the sap rising in the budding season.,,,,,,,,,,,,,,,,,,,
Modern,流れ行く大根の葉の早さかな,"nagare yuku
daikon no ha no 
hayasa kana","Floating away—
the turnip leaves—and how
swiftly the go!",高浜虚子,Takahama Kyoshi,1874―1959,Winter,"大根 【だいこん】 daikon, daikon [the Japanese white radish, Raphanus sativas, much used in cooking] (all winter).",,"Modern Japanese Haiku, Ueda",流れ行く大根の葉 (nagareyuku daikon no ha) = daikon leaves flowing. The speed of daikon leaves swept along—vivid observation.,,,,,,,,,,,,,,,,,,,
Modern,ぱっと火になりたる蜘蛛や草を焼く,"patto hi ni
nari-taru kumo ya
kusa wo yaku","In an instant
it has become a flame: a spider
in the burning grass.",高浜虚子,Takahama Kyoshi,1874―1959,Spring,"草を焼く 【くさをやく】 kusa wo yaku, burning grass (early spring).",,"Modern Japanese Haiku, Ueda",A spider caught in the grass-burning—sudden transformation.,,,,,,,,,,,,,,,,,,,
Modern,凍蝶の己が魂追うて飛ぶ,"itechō no
onoga tamashii
ōte tobu","A butterfly
in the cold: it flies in pursuit
of its own soul.",高浜虚子,Takahama Kyoshi,1874―1959,Winter,"凍蝶 【いてちょう】 ite-chō, frozen butterfly (all winter).",,"Modern Japanese Haiku, Ueda",己が魂追うて (onore ga tamashii oute) = chasing its own soul. A butterfly frozen in the cold seems to chase its own soul.,,,,,,,,,,,,,,,,,,,
Modern,川を見るバナナ皮は手より落る,"kawa wo miru
banana no kawa wa
te yori ochi","I gaze at the river.
A banana peel I held
slips from my hand.",高浜虚子,Takahama Kyoshi,1874―1959,Summer,"川を見る 【かわをみる】 kawa wo miru, looking at the river (summer).",,"Modern Japanese Haiku, Ueda","バナナ皮 (banana kawa) = banana peel. Distracted by the river, a banana peel slips from the hand.",,,,,,,,,,,,,,,,,,,
Modern,もの置けばそこに生まれぬ秋の蔭,"mono okeba
soko ni umarenu
aki no kage","When I set
something down, there emerges 
autumn’s shadow.",高浜虚子,Takahama Kyoshi,1874―1959,Autumn,"秋の蔭 【あきのかげ】 aki no kage, autumn shadow (all autumn).",,"Modern Japanese Haiku, Ueda",Put something down and immediately an autumn shadow forms around it—the season pressing in.,,,,,,,,,,,,,,,,,,,
Modern,大寒や見舞に行けば死んでをり,"daikan ya
mimai ni yukeba
shinde-ori","Midwinter’s cold:
I go to visit a sick man
—he is already dead!",高浜虚子,Takahama Kyoshi,1874―1959,Winter,"大寒 【だいかん】 daikan, major cold / coldest period (mid winter).",,"Modern Japanese Haiku, Ueda",Going to visit a sick friend during the coldest period—arriving to find them dead.,,,,,,,,,,,,,,,,,,,
Modern,枯菊に尚ほ或物をとどめずや,"kare-giku ni
nao arumono wo
todomezu ya","A dead chrysanthemum
and yet—isn't there still something
remaining in it?",高浜虚子,Takahama Kyoshi,1874―1959,Winter,"枯菊 【かれぎく】 karegiku, withered chrysanthemums (all winter).",,"Modern Japanese Haiku, Ueda",尚ほ或物をとどめずや (nao aru mono wo todomedzu ya) = still retaining something. The withered chrysanthemum retains something—a remnant beauty.,,,,,,,,,,,,,,,,,,,
Modern,彼一語我一語秋深みくも,"kare ichigo
ware ichigo aki
fukami kamo","He says a word,
and I say a word—autumn
is deepening.",高浜虚子,Takahama Kyoshi,1874―1959,Autumn,"秋深み 【あきふかみ】 aki fukami, deepening autumn (late autumn).",,"Modern Japanese Haiku, Ueda","彼一語我一語 (kare ichigo ware ichigo) = his one word, my one word. A quiet conversation deepening like the autumn.",,,,,,,,,,,,,,,,,,,
Modern,去年今年貫く棒の如きもの,"kozo kotoshi
tsuranuku bō no
gotoki mono","Last year and this year—
piercing through the two, something
like a pole.",高浜虚子,Takahama Kyoshi,1874―1959,New Years,"last year, this year",六百五十句,"Modern Japanese Haiku, Ueda",,,,,,,,,,,,,,,,,,,,
Modern,白牡丹といふといへども紅ほのか,"shira-botan
iu to ie domo
beni honoka","Even though
it is called a white peony,
a hint of crimson",高浜虚子,Takahama Kyoshi,1874―1959,Summer,"白牡丹 【しろぼたん】 shiro-botan, white tree peony (early summer).",,21st Century,紅ほのか (kurenai honoka) = a faint redness. The white peony—yet faintly touched with pink. Nuanced color observation.,,,,,,,,,,,,,,,,,,,
Modern,冬日今瞼のありて重たけれ,"fuyubi ima
mabuta no arite
omota keri","Winter sunlight
now lying on my eyelids
seems heavy",高浜虚子,Takahama Kyoshi,1874―1959,Winter,"冬日 【ふゆび】 fuyu-bi, winter sun (all winter).",,21st Century,瞼のありて重たけれ (mabuta no arite omotakere) = the eyelids present and heavy. The winter sun; eyelids heavy—languor of illness.,,,,,,,,,,,,,,,,,,,
Modern,春めきし野山消え去る夕かげり,"haru mekishi
no yama kie saru
yu kageri","the vernal 
fields and mountains fade away
into dusk shadows",高浜虚子,Takahama Kyoshi,1874―1959,Spring,"Vernal signs
春めくharu-meku
",,英訳saijiki,,,,,,,,,,,,,,,,,,,,
Modern,啓蟄の蟻が早引く地虫かな,"keichitsu no
ari ga hayahiku
jimushi kana","insects awake
ants already dragging
a grub",高浜虚子,Takahama Kyoshi,1874―1959,Spring,"Insects awake
啓蟄 keichitsu
",,英訳saijiki,,,,,,,,,,,,,,,,,,,,
Modern,ただ霞む春の山ある遠眼鏡,"tada kasumu
haru no yama aru
Tomegane","only misted 
spring mountains are there
telescope ",高浜虚子,Takahama Kyoshi,1874―1959,Spring,Spring mountain,,英訳Saijiki,,,,,,,,,,,,,,,,,,,,
Modern,花の冷え落柿舎は今西日なる,"hana no hie 
rakushisha wa ima 
nishi-bi naru","chill of flowers
at the Fallen Persimmon Hut now
the sun in the west",西山泊雲,Nishiyama Hakuun,1877-1944,Spring,"Flower chill
花冷 hana-bie
",,英訳Saijiki,,,,,,,,,,,,,,,,,,,,
Modern,藤垂れて立夏の急雨いたりけり,"wisteria droops and
suddenly, a start of summer shower
has arrived","fuji tarete
rikka no kyu-u
itari keri",臼田 亞浪,Usuda Arō,1879 - 1951,summer ,立夏  Rikka  [Summer / Season],,英訳Saijiki,,,,,,,,,,,,,,,,,,,,3
Modern,木より木に通へる風の春浅き,"ki yori ki ni
kayoeru kaze no
haru asaki","from tree to tree    
passes the wind    
spring is shallow",臼田 亞浪,Usuda Arō,1879 - 1951,spring,"Shallow spring
春浅し haru asashi",,英訳Saijiki,,,,,,,,,,,,,,,,,,,,
Modern,病めば蒲団のそと冬海の青きを覚え,"yameba
futon no soto fuyu umi no
aoki wo oboe","When sick, I sense
beyond my futon
wintry blue sea",中塚一碧楼,Nakatsuka Ippekirō,1879-1946,Winter,"冬海 【ふゆうみ】 fuyu-umi, winter sea (all winter).",,21st Century,"病めば蒲団のそと冬海の青きを覚え (yameba futon no soto fuyu-umi no aoki wo oboe) — ill in bed, outside the quilt one becomes aware of the winter sea's blue.",,,,,,,,,,,,,,,,,,,
Modern,もつれつゝとけつゝ春の雨の糸 ,"motsure tsutsu
toke tsutsu haru no
ame no ito","while tangling 
and while untangling  spring's
threads of rain",鈴木花蓑 ,Suzuki Hanamino,1881 – 1942,Spring,"春の雨 【はるのあめ】 haru no ame, rains of spring.",,『増殖する俳句歳時記』,,,,,,,,,,,,,,,,,,,,
Modern,分け入つても分け入つても青い山,"wake-ittemo
wake-ittemo
aoi yama","pushing in
and pushing in
emeral mountaint ",種田 山頭火,Taneda Santōka,1882 - 1940,no-season,(no fixed kigo — jiyūritsu free verse),鉢の子,Momoko,"6-6-5 rhythm, modern words",,,,,,,,,,,,,,,,,,,
Modern,,,,渡辺水巴,Watanabe Suiha ,1882―1946,,,,,,,,,,,,,,,,,,,,,,,,
Modern,,"hito korosu
ware ka mo shirazu
tobu hotaru","Perhaps—I don't know—
I may have killed somebody!
Flitting fireflies. ",前田普羅,Maeda Fura ,1884―1954,,,,Keene Dawn,,,,,,,,,,,,,,,,,,,,
Modern,,"oku shirane
ka no yo no yuki wo
kagayakasu","The depth of Shirane—
The snow sparkles with a light
From another world. ",前田普羅,Maeda Fura ,1884―1954,,,,Keene Dawn,,,,,,,,,,,,,,,,,,,,
Modern,花を見し面を闇に打たせけり,"hana wo mishi
omote wo yami ni
utase keri","Let my face
that saw the cherry blossom
be struck by darkness",前田普羅,Maeda Fura ,1884―1954,Spring,"花 【はな】 hana, (cherry) blossoms [in haiku and haikai the simple word hana 花 refers to cherry blossoms, as do all kigo listed here; but note that in Manyōshū and some other early poetry hana was understood as referring to ume 梅【うめ】plum blossoms, an early spring topic] (late spring).",,21st Century,花を見し面を闇に打たせけり (hana wo mishi omote wo yami ni utasekeri) = the face that saw blossoms struck by darkness. The face that saw blossoms now struck by darkness.,,,,,,,,,,,,,,,,,,,
Modern,,"sara wo      ayumu
rōrō           tsuki hitori","It walks       the heavens
Radiantly    the moon, alone.",荻原井泉水,Ogiwara Seisensui,1884―1976,,,,Keene Dawn,,,,,,,,,,,,,,,,,,,,
Modern,,"chikara ippai naku ko to
naku tori to no asa","Morning with a baby crying with all its might
And a crowing rooster. 
",荻原井泉水,Ogiwara Seisensui,1884―1976,,,,Keene Dawn,,,,,,,,,,,,,,,,,,,,
Modern,,"tsuma no tsuioku no
suppai mikan wo
suute iru","I suck at
The sour tangerine of
Memories of my wife.",荻原井泉水,Ogiwara Seisensui,1884―1976,,,,Keene Dawn,,,,,,,,,,,,,,,,,,,,
Modern,日曜の釣人よ監獄の塀が映る水,"nichiyō no turibito yo
kangoku no hei ga
utsuru mizu","Sunday fisherman!
Prison wall
mirrored in the water",荻原井泉水,Ogiwara Seisensui,1884―1976,no-season,(no fixed kigo — jiyūritsu/free verse),,"Modern Japanese Haiku, Ueda","日曜の釣人 (nichiyō no tsuribito) = a Sunday fisherman. A Sunday fisherman; a prison wall reflected in the water. Free-verse, no fixed kigo.",,,,,,,,,,,,,,,,,,,
Modern,力一ぱいに泣く児と啼く鶏との朝,"chikara ippai ni 
naku ko to 
naku niwatori to no asa","A morning
of babies crying,
of roosters crowing,
with all their might.",荻原井泉水,Ogiwara Seisensui,1884―1977,no-season,(no fixed kigo — jiyūritsu/free verse),,"Modern Japanese Haiku, Ueda",力一ぱいに泣く児と啼く鶏 (chikara ippai ni naku ko to naku niwatori) = a child crying and a rooster crowing with all their might. Morning; child and rooster both crying with all their strength.,,,,,,,,,,,,,,,,,,,
Modern,物売の老いし影夕日に伸びきりたり,"mono-uri no
oishi kage
yūhi ni
nobikiri-tari","Pedlar's
aged shadow
in the setting sun
stretches to its limit.",荻原井泉水,Ogiwara Seisensui,1884―1978,Autumn,"夕日 【ゆうひ】 yūhi, setting sun (all autumn).",,"Modern Japanese Haiku, Ueda",物売の老いし影 (mono uri no oishi kage) = the shadow of an aged peddler. An old peddler's shadow stretched full-length in the setting sun.,,,,,,,,,,,,,,,,,,,
Modern,毬を待つ少女等が手は林なして戦げり,"mari wo matu
otome-ra ga te wa
hayashi nashite
soyogeri","Awaiting the ball,
maidens' arms
form a grove
and sway.",荻原井泉水,Ogiwara Seisensui,1884―1979,Spring,"毬 【まり】 mari, ball (New Year/spring).",,"Modern Japanese Haiku, Ueda",少女等が手は林なして戦げり (shōjo-ra ga te wa hayashi nashite soyogeri) = the girls' hands forming a grove and trembling. Girls' hands trembling like a grove while waiting for the ball.,,,,,,,,,,,,,,,,,,,
Modern,荷がおろされて寒い馬よ雨降る,"ni ga orosarete
samui uma yo
ame furu","The load taken down,
a chilly horse!
It rains.",荻原井泉水,Ogiwara Seisensui,1884―1980,Winter,"寒い 【さむい】 samui, cold (all winter).",,"Modern Japanese Haiku, Ueda","荷がおろされて寒い馬よ (ni ga orosarete samui uma yo) = the horse from which the load has been removed, cold. The horse unloaded—cold, standing in the rain.",,,,,,,,,,,,,,,,,,,
Modern,たんぽぽたんぽぽ砂浜に春が目を開く,"tanpopo tanpopo
sunahama ni
haru ga me wo aku
","Dandelions,
dandelions
on the sandy shore--
spring
opens its eyes.",荻原井泉水,Ogiwara Seisensui,1884―1981,Spring,"たんぽぽ 【たんぽぽ】 tanpopo, dandelion (all spring).",,"Modern Japanese Haiku, Ueda",Dandelions opening eyes in the spring sand dunes.,,,,,,,,,,,,,,,,,,,
Modern,水あれば田に青空が深く鋤かれある,"mizu areba 
ta ni aozora ga 
fukaku sukare aru","As there is water
in the rice paddy,
the blue sky 
is deeply ploughed.",荻原井泉水,Ogiwara Seisensui,1884―1982,Summer,"青空 【あおぞら】 aozora, blue sky (all summer).",,"Modern Japanese Haiku, Ueda","水あれば田に青空が深く鋤かれある (mizu areba ta ni aozora ga fukaku sukikareru) = where there is water, the blue sky is deeply plowed into the paddy. Reflected blue sky plowed deep into the paddy water.",,,,,,,,,,,,,,,,,,,
Modern,空をあゆむ朗々と月ひとり,"sora wo ayumu
rōrō to
tsuki hitori","In the sky
walk
serenely--
the moon alone.",荻原井泉水,Ogiwara Seisensui,1884―1983,Autumn,"月 【つき】 tsuki, moon (mid autumn).",,"Modern Japanese Haiku, Ueda",空をあゆむ朗々と (sora wo ayumu rōrō to) = walking clearly through the sky. The moon walking clearly and alone through the sky.,,,,,,,,,,,,,,,,,,,
Modern,仏を信ず麦の穂の青きしんじつ,"hotoke wo
shinzu mugi no
ho no aoki 
shinjitsu","In Buddha 
I believe:
wheat-ears' green
truth.",荻原井泉水,Ogiwara Seisensui,1884―1984,Summer,"麦の穂 【むぎのほ】 mugi no ho, wheat ear (early summer).",,"Modern Japanese Haiku, Ueda",Believing in the Buddha: the wheat ears are truly blue.,,,,,,,,,,,,,,,,,,,
Modern,夜が氷嚢の白い沈黙でお前と私,"yoru ga hyō no
shiroi chinmoku de
omae to watshi","Night is 
ice-bag's
white silence--
you and I.",荻原井泉水,Ogiwara Seisensui,1884―1985,Winter,"氷嚢 【ひょうのう】 hyōnō, ice bag (winter).",,"Modern Japanese Haiku, Ueda",夜が氷嚢の白い沈黙 (yoru ga hyōnō no shiroi chinmoku) = the night is the white silence of an ice bag. The night as ice bag—white silence between two people.,,,,,,,,,,,,,,,,,,,
Modern,霧に霧をいでてくる友を待ちておる,"kiri ni kiri wo
idete kuru tomo wo
machite oru","In the fog
for a friend to come out of the fog
I keep waiting.",荻原井泉水,Ogiwara Seisensui,1884―1986,Autumn,"霧 【きり】 kiri, autumn mist / fog [see note ""On Haze, Mist, Fog""] (all autumn).",,"Modern Japanese Haiku, Ueda",Waiting for a friend emerging from mist into mist.,,,,,,,,,,,,,,,,,,,
Modern,蝶の羽世にもうるわし蟻らこれを曳く,"chō no hane
yo ni mo uruwashi
ari-ra 
kore wo hiku","Butterfly's wings,
most beautiful in the world;
ants
pull them.",荻原井泉水,Ogiwara Seisensui,1884―1987,Spring,"蝶 【ちょう】 chō, （てふ）, butterfly [the spring butterfly image is typically a cabbage white, white members of the family Pieridae; see also ""summer butterfly"", etc.] (all spring).",,"Modern Japanese Haiku, Ueda",蟻らこれを曳く (ari-ra kore wo hiku) = ants dragging it. A butterfly's wings most beautiful in the world; ants dragging its corpse.,,,,,,,,,,,,,,,,,,,
Modern,花があるのに花をさがしている蝶々,"hana ga aru no ni
hana wo sagashiteiru
chōchō","Flowers are there,
and yet,
looking for flowers,
a butterfly.",荻原井泉水,Ogiwara Seisensui,1884―1988,Spring,"蝶々 【ちょうちょう】 chōchō, butterfly (all spring).",,"Modern Japanese Haiku, Ueda",Flowers present but the butterfly is still searching—the irony of abundance.,,,,,,,,,,,,,,,,,,,
Modern,石のまろさ雪になる,"ishi no marosa
yuki ni naru","Stone's plumpness
turns into snow.",荻原井泉水,Ogiwara Seisensui,1884―1989,Winter,"雪 【ゆき】 yuki, snow (all winter).",,"Modern Japanese Haiku, Ueda",石のまろさ雪になる (ishi no marosa yuki ni naru) = the stone's roundness becomes snow. The stone's roundness transformed by snow.,,,,,,,,,,,,,,,,,,,
Modern,"牡丹一弁一弁の動きつつ開きつつ姿ととのう
","botan
ichiben ichiben no
ugoki-tsutsu hiraki-tsutsu
sugata totonou","Peony:
one petal,
another petal,
moving,
opening,
puts itself in order.",荻原井泉水,Ogiwara Seisensui,1884―1990,Summer,"牡丹 【ぼたん】 botan, tree peony (early summer).",,"Modern Japanese Haiku, Ueda","一弁一弁の動きつつ開きつつ姿ととのう (ichi-ben ichi-ben no ugokitsutsu hirakitsutsu sugata totonō) = each petal moving and opening, the form comes together. The peony opening petal by petal into its full form.",,,,,,,,,,,,,,,,,,,
Modern,石と石月夜寄りそう,"ishi to ishi
tsukiyo
yorisou","A stone
and a stone
in the moonlit night
nestle against one another.",荻原井泉水,Ogiwara Seisensui,1884―1991,Autumn,"月夜 【つきよ】 tsukiyo, moonlit night (all autumn).",,"Modern Japanese Haiku, Ueda",石と石月夜寄りそう (ishi to ishi tsukiyo yorisou) = stones lean toward each other in the moonlight. Two stones leaning together in moonlight.,,,,,,,,,,,,,,,,,,,
Modern,うちの蝶としてとんでいるしばらく,"uchi no cho toshite
tondeiru
shibaraku","As the butterfly of my house,
it flies about
for a while.",荻原井泉水,Ogiwara Seisensui,1884―1992,Spring,"蝶 【ちょう】 chō, （てふ）, butterfly [the spring butterfly image is typically a cabbage white, white members of the family Pieridae; see also ""summer butterfly"", etc.] (all spring).",,"Modern Japanese Haiku, Ueda",うちの蝶 (uchi no chō) = my house's butterfly. A butterfly that for now is the house's butterfly.,,,,,,,,,,,,,,,,,,,
Modern,かごからほたる一つ一つを星にする,"kago kara
hotaru
hitotsu hitotsu wo
hoshi ni suru","From the cage
fireflies
one by one
turn into stars.",荻原井泉水,Ogiwara Seisensui,1884―1993,Summer,"蛍 【ほたる】 hotaru, firefly (mid summer).",,"Modern Japanese Haiku, Ueda","かごからほたる一つ一つを星にする (kago kara hotaru hitotsu hitotsu wo hoshi ni suru) = making each firefly from the cage into a star. Releasing fireflies one by one, making each into a star.",,,,,,,,,,,,,,,,,,,
Modern,垣があるので隣のつばきうちにおちる,"kaki ga aru node
tonari no tsubaki
uchi ni ochiru","Because the fence is there
my neighbour's camellia
falls
into my yard.",荻原井泉水,Ogiwara Seisensui,1884―1976,Spring,"椿 【つばき】 tsubaki, camellia(s) (all spring).",,"Modern Japanese Haiku, Ueda",垣があるので (kaki ga aru node) = because there is a fence. A neighbor's camellia falls on this side because of the fence—boundary and bloom.,,,,,,,,,,,,,,,,,,,
Modern,暑い日の空白、白い蝶一羽にて通る,"atsui hi no
kūhaku shiroi 
chō ichiwa nite 
tōru","Hot day's
hollowness:
white butterfly
all alone
passes.",荻原井泉水,Ogiwara Seisensui,1884―1977,Summer,"暑い日 【あついひ】 atsui hi, hot day (all summer).",,"Modern Japanese Haiku, Ueda",空白 (kūhaku) = blank space. The blank of a hot day; a single white butterfly passing through.,,,,,,,,,,,,,,,,,,,
Modern,,"gyōzui wo
sutete kosui no
sasanigori","From a bathing tub
I throw water into the lake—
slight muddiness appears.",荻原井泉水,Ogiwara Seisensui,1884―1978,,,,,,,,,,,,,,,,,,,,,,,,
Modern,空をあゆむ朗朗と月ひとり,"sora wo ayumu
rōrō to
tsuki hitori","Crossing the sky
so silvery and clear
the moon alone",荻原井泉水,Ogiwara Seisensui,1884―1987,Autumn,"月 【つき】 tsuki, moon (mid autumn).",,"Modern Japanese Haiku, Ueda",Duplicate of Row 155. The moon walking alone through the sky.,,,,,,,,,,,,,,,,,,,
Modern,空はさびしよ家あれば煙をあげよ,"sora wa sabishi yo
ie araba 
kemuri wo age yo","sorrowful sky
if there is a house out there
please lit a fire",荻原井泉水,Ogiwara Seisensui,1884―1987,no-season,(no fixed kigo — jiyūritsu/free verse),原,,"空はさびしよ (sora wa sabishiyo) = the sky is lonely. If you have a home, let the sky have smoke—hospitality toward the void.",,,,,,,,,,,,,,,,,,,
Modern,,"gokukan no
chiri mo todomezu
iwabusuma","Walls of stone
Do not hold back even the dust
Of the dead of winter.",飯田 蛇笏,Iida Dakotsu,1885 – 1962,,,,,,,,,,,,,,,,,,,,,,,,
Modern,,"oba yuite
karuki itami ya 
waka kaede","A light stab of pain
When my aunt passed away…
The young maples.",飯田 蛇笏,Iida Dakotsu,1885 – 1962,,,,Keene Dawn,,,,,,,,,,,,,,,,,,,,
Modern,,"imo no tsuyu 
renzan kage wo
tadashū su","Dew on the taro leaf:
The chains of the hills and mountains
Correctly range their forms.",飯田 蛇笏,Iida Dakotsu,1885 – 1962,,,,Keene Dawn,,,,,,,,,,,,,,,,,,,,
Modern,夏めくや霽れ雷のひとつぎり         ,"natsu meku ya
hare  kaminari no
hitotsu-giri        ","summary-
in clear skies, thunder
one bolt",飯田 蛇笏,Iida Dakotsu,1885 – 1962,summer,"夏めくnatsu meku 
Summery or summer-like
",,英訳saijiki,,,,,,,,,,,,,,,,,,,,2
Modern,瀧おもて雲おしうつる立夏かな,"taki omote
kumo oshi utsuri
rikka kana","on the waterfall's surface
clouds pass over
start of summer",飯田 蛇笏,Iida Dakotsu,1885 – 1962,summer,立夏  Rikka  [Summer / Season],,英訳saijiki,,,,,,,,,,,,,,,,,,,,2
Modern,白菊のしづくつめたし花鋏,"shiragiku no 
shizuku tsumetashi 
hana-basami","White chrysanthemums—
how cold the dewdrops are 
on my garden shears!",飯田 蛇笏,Iida Dakotsu,1885 – 1962,autumn ,"菊 【きく】 kiku, chrysanthemums (all autumn).",,"Modern Japanese Haiku, Ueda",,,,,,,,,,,,,,,,,,,,
Modern,眼近くの葵に蛇や昼寝覚,"majikaku no 
aoi ni hebi ya 
hirune-zame","Before my eyes
a hollyhock; on it a snake.
I wake from a nap.",飯田 蛇笏,Iida Dakotsu,1885 – 1962,summer,"葵 【あおい】 aoi, （あおひ）, hollyhock / althea [Alcea rosea; not to be confused with 木槿【むくげ】 mukuge, rose of Sharon / shrub althea, Hybiscus syriacus], and autumn kidai (mid summer).",,"Modern Japanese Haiku, Ueda",,,,,,,,,,,,,,,,,,,,
Modern,牡丹しろし人倫を説く眼はなてば,"botan shiroshi 
jinrin wo toku 
me hanateba","How white the peonies
as I stop sermonizing
and free my eyes!",飯田 蛇笏,Iida Dakotsu,1885 – 1962,summer,"牡丹 【ぼたん】 botan, tree peony.",,"Modern Japanese Haiku, Ueda",,,,,,,,,,,,,,,,,,,,
Modern,幽冥へおつるおとあり灯取虫,"yūmei e 
otsuru oto ari 
hitorimushi","To the Sea of Death
it plunged with a splash—
a tiger moth.",飯田 蛇笏,Iida Dakotsu,1885 – 1962,Summer,灯取虫,,"Modern Japanese Haiku, Ueda",幽冥へおつるおとあり (yūmei e otsuru oto ari) = there is a sound of falling into the underworld. A moth falls into the lamp — the sound of descent into death.,,,,,,,,,,,,,,,,,,,
Modern,死病えて爪うつくしき火桶かな,"shibyō ete 
tsume utsukushiki 
hioke kana","Sick unto death,
How lovely her fingernails 
on the wooden brazier!",飯田 蛇笏,Iida Dakotsu,1885 – 1962,winter,桶,,"Modern Japanese Haiku, Ueda",,,,,,,,,,,,,,,,,,,,
Modern,紫陽花に八月の山たかからず,"ajisai ni 
hachigatsu no yama t
akakarazu","For the hydrangea
August mountains are never
sufficiently high.",飯田 蛇笏,Iida Dakotsu,1885 – 1962,summer,"夏の山 【なつのやま】 natsu no yama, summer mountain(s).",,"Modern Japanese Haiku, Ueda",,,,,,,,,,,,,,,,,,,,
