Poem,Romaji,My translation,俳人,Poet,Dates,Season,Kigo,Original source ,Modern Source,Notes,Maegaki,NKBZ,俳句大観,名歌名句辞典,俳句の歴史,現代俳句,自選自解,蝸牛,古典俳句,Ueda Haiku,Keene World,Keene Dawn,Blyth Haiku,Blyth History,Fay Aoyagi,English Saijiki,21 Century,Other translation,Saijiki priority
白ぎくや　籬をめぐる　忘れ水,shiragiku ya / magaki wo meguru / wasuremizu,"white chrysanthemums —
water wandering round
the fence, and forgotten",,Niryū,,Autumn,白菊 shiragiku (white chrysanthemum),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
秋来ぬと　目にはさやかに　見えねども,aki kinu to / me ni wa sayaka ni / mienedomo,"autumn has come —
though not yet clearly seen
by the eye",大江丸,Ōemaru,,Autumn,秋来ぬ aki kinu (autumn has come),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
うつかりと　名所の中に　田打つ鳥,utsukari to / meisho no naka ni / ta utsu tori,"absentmindedly —
in the middle of a famous place,
a bird tilling the field",,Ōemaru,,Spring,田打つ ta utsu (tilling the field; spring plowing),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
苗代や　小蛇のわたる　夕の雪,nawashiro ya / kojа no wataru / yū no yuki,"the seedbed —
a small snake crossing
in the evening snow",,Ōemaru,,Spring,苗代 nawashiro (seedbed; rice seedbed),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
海にすむ　魚の如　身を月涼し,umi ni sumu / sakana no goto / mi wo tsuki suzushi,"like a fish
living in the sea —
my body, cool in the moonlight",星布,Seifu,,Autumn,月涼し tsuki suzushi (cool moon),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
長き夜や　思ひあまりの　泣寝入り,nagaki yo ya / omoi amari no / nakineiri,"the long night —
overwhelmed by feeling,
crying myself to sleep",,Seifu,,Autumn,長き夜 nagaki yo (long night),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
蝶老てたましひ　菊にあそぶかな,chō oite / tamashii kiku ni / asobu kana,"the butterfly grown old —
its spirit
plays among the chrysanthemums",,Seifu,,Autumn,菊 kiku (chrysanthemum),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
人恋し　雪の朝気を　ただひとり,hito koishi / yuki no asake wo / tada hitori,"longing for someone —
in the snowy morning light,
utterly alone",菊舎,Kikusha,,Winter,雪 yuki (snow),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
山中や　笠に落葉の　音ばかり,yamanaka ya / kasa ni ochiba no / oto bakari,"deep in the mountains —
only the sound of falling leaves
on my hat",,Kikusha,,Autumn,落葉 ochiba (falling leaves),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
山門を出ればゆく物みなあをし,sanmon wo / dereba yuku mono / mina aoshi,"leaving the temple gate —
everything that goes
is green",,Kikusha,,Summer,青し aoshi (green; summer green),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
魚くうて口なまぐさし　昼の月,sakana kuute / kuchi namagusashi / hiru no tsuki,"having eaten fish —
the mouth tastes of the sea:
the moon at noon",士朗,Shirō,,Autumn,昼の月 hiru no tsuki (noon moon),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
草山や　潮のびてくる　春の雁,kusayama ya / shio nobite kuru / haru no kari,"grassy mountains —
the tide coming in:
geese of spring",成美,Seibi,,Spring,春の雁 haru no kari (spring geese),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
魚くうて　口なまぐさし　昼の月,sakana kuute / kuchi namagusashi / hiru no tsuki,"having eaten fish —
the mouth tastes raw,
moon at noon",,Seibi,,Autumn,昼の月 hiru no tsuki (noon moon),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
松風や　時うつりして　海苔の寄る,matsukaze ya / toki utsuri shite / nori no yoru,"the pine wind —
time passing,
the seaweed gathering",乙二,Etsuji,,,海苔 nori (seaweed; spring kigo),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
塩買ひて　かへる径や　落葉時,shio kaite / kaeru michi ya / ochiba toki,"returning home
with salt bought —
the season of falling leaves",,Etsuji,,Autumn,落葉 ochiba (falling leaves),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
卯の花の　満ちたり月は　廿日頃,unohana no / michitari tsuki wa / hatsuka goro,"the deutzia in full bloom —
the moon is
around the twentieth",月居,Getsukyo,,Summer,卯の花 unohana (deutzia blossoms),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
梅散るや　夜の道具市,ume chiru ya / yoru no dōgu ichi,"the plum petals scatter —
the night antiques market",巣兆,Sōchō,,Spring,梅 ume (plum blossoms),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
蝉の音に添ふて　家々に結ふ　粽かな,semi no ne ni / soute ie-ie ni / musubu chimaki kana,"to the cicada's cry —
in house after house,
tying the rice dumplings",,Sōchō,,Summer,蝉 semi (cicada); 粽 chimaki (rice dumpling; summer food),,Yamashito Haiku Rekishi,Chapter 11: The Maturation of the Kasei Era,,,,,,,,,,,,,,,,,,,
乳を隠す　泥手わりなき　田植かな,chichi wo kakusu / dote warinaki / taue kana,"hiding the breast —
muddy hands, nothing for it,
rice planting",梅室,Baishitsu,,Summer,田植 taue (rice planting),,Yamashito Haiku Rekishi,Chapter 12: The Expansion of the Tenpō Era and the Late Edo Period,,,,,,,,,,,,,,,,,,,
秋風や　板絵馬さわぐ　蔵の神,akikaze ya / itaema sawagu / kura no kami,"autumn wind —
the wooden votive horse rattling,
the storehouse deity",,Baishitsu,,Autumn,秋風 akikaze (autumn wind),,Yamashito Haiku Rekishi,Chapter 12: The Expansion of the Tenpō Era and the Late Edo Period,,,,,,,,,,,,,,,,,,,
ふゆの夜や　針うしなうて　おそろしき,fuyu no yo ya / hari ushinaute / osoroshiki,"a winter night —
having lost the needle,
a terrifying thing",,Baishitsu,,Winter,冬の夜 fuyu no yo (winter night),,Yamashito Haiku Rekishi,Chapter 12: The Expansion of the Tenpō Era and the Late Edo Period,,,,,,,,,,,,,,,,,,,
春の雪ゆきの遠山　見えて降る,haru no yuki / yuki no tōyama / miete furu,"spring snow —
the far mountains visible
as it falls",卓池,Takuchi,,Spring,春の雪 haru no yuki (spring snow),,Yamashito Haiku Rekishi,Chapter 12: The Expansion of the Tenpō Era and the Late Edo Period,,,,,,,,,,,,,,,,,,,
五月雨や　猫かりに来る　船の者,samidare ya / neko kari ni kuru / fune no mono,"the May rains —
a sailor coming
to borrow the cat",,Takuchi,,Summer,五月雨 samidare (May rains; summer rains),,Yamashito Haiku Rekishi,Chapter 12: The Expansion of the Tenpō Era and the Late Edo Period,,,,,,,,,,,,,,,,,,,
山風に　星のつぶだつ　さむかな,yamakaze ni / hoshi no tsubusuku / samu kana,"in the mountain wind —
the stars sharp and hard,
the cold",,Takuchi,,Winter,寒さ samu (cold),,Yamashito Haiku Rekishi,Chapter 12: The Expansion of the Tenpō Era and the Late Edo Period,,,,,,,,,,,,,,,,,,,
雪解けや　車はさうな　障子かげ,yukidoke ya / kuruma wa sō na / shōji kage,"the thaw —
a cart might pass,
the shoji's shadow",多代女,Tayo,,Spring,雪解け yukidoke (snow thaw),,Yamashito Haiku Rekishi,Chapter 12: The Expansion of the Tenpō Era and the Late Edo Period,,,,,,,,,,,,,,,,,,,
三日月の　光ばかりの　夕涼み,mikazuki no / hikari bakari no / yūsuzumi,"just the light
of the crescent moon —
evening cool",,Tayo,,Summer,夕涼み yūsuzumi (evening cool),,Yamashito Haiku Rekishi,Chapter 12: The Expansion of the Tenpō Era and the Late Edo Period,,,,,,,,,,,,,,,,,,,
月澄む　馬の座敷を　ほのぼのる人の声,tsuki sumu / uma no zashiki wo / honobonoru hito no koe,"the moon clears —
in the horse's parlour,
a voice glowing faintly",為山,Isan,,Autumn,月澄む tsuki sumu (moon clearing; clear autumn moon),,Yamashito Haiku Rekishi,Chapter 12: The Expansion of the Tenpō Era and the Late Edo Period,,,,,,,,,,,,,,,,,,,
海を見て　戻れば霞む　戸口かな,umi wo mite / modoreba kasumu / toguchi kana,"after seeing the sea —
coming back, the doorway
is hazy",,Isan,,Spring,霞 kasumi (spring haze),,Yamashito Haiku Rekishi,Chapter 12: The Expansion of the Tenpō Era and the Late Edo Period,,,,,,,,,,,,,,,,,,,
石坂の　照りつけられて　蝉の声,ishizaka no / teritsuke rarete / semi no koe,"the stone slope
beating down heat —
the cicada's cry",等栽,Ezan,,Summer,蝉 semi (cicada),,Yamashito Haiku Rekishi,Chapter 12: The Expansion of the Tenpō Era and the Late Edo Period,,,,,,,,,,,,,,,,,,,
菜の花に　入らんとするや　走り波,na no hana ni / iranto suru ya / hashiri nami,"about to enter
the rapeseed blossoms —
a running wave",春湖,Harumi,,Spring,菜の花 na no hana (rapeseed blossoms),,Yamashito Haiku Rekishi,Chapter 12: The Expansion of the Tenpō Era and the Late Edo Period,,,,,,,,,,,,,,,,,,,
鴨の毛の　流れとまるや　芹の中,kamo no ke no / nagare tomaru ya / seri no naka,"the feather of a duck —
coming to rest
among the water-parsley",梅年,Bainen,,Spring,芹 seri (water parsley; spring herb),,Yamashito Haiku Rekishi,Chapter 12: The Expansion of the Tenpō Era and the Late Edo Period,,,,,,,,,,,,,,,,,,,
冬枯や　沼をたっきの　家二軒,fuyugare ya / numa wo tatsu ki no / ie ni ken,"winter desolation —
over the marsh, two houses
with trees standing",,Bainen,,Winter,冬枯 fuyugare (winter desolation),,Yamashito Haiku Rekishi,Chapter 12: The Expansion of the Tenpō Era and the Late Edo Period,,,,,,,,,,,,,,,,,,,
